FNAME,LNAME,GENDER,TELNO,BIRTHDATE,IDNUMBER,CITY,TOWN
GAMZE,BALABAN,F,5370205064,1940-05-02,66346422100,ISTANBUL,GAZIOSMANPASA
FATOŞ,MEMETOĞLU,F,5443307914,1993-12-28,80474702761,AFYONKARAHISAR,EVCILER
MELİSA,ÖZCAN,F,5531611841,2013-10-13,50992771354,TUNCELI,PERTEK
FERAY,YADİGAROĞLU,F,5594931866,1955-05-13,33420314071,YOZGAT,SEFAATLI
NİSAN,TAŞ,F,5319066974,2003-06-17,58780994000,BURDUR,MERKEZ
FERRUH,KARPUZ,M,5414271244,1956-08-06,13422297590,YOZGAT,ÇAYIRALAN
ATAULLAH,ÖZMEN,M,5389119154,2003-07-29,83443307027,GAZIANTEP,NURDAGI
ANİTA,KAYA,F,5524598806,1953-12-08,80472027737,IZMIR,BERGAMA
MECDEDDİN,SÜRMEN AKYOL,M,5390331476,1997-03-25,37626027803,MERSIN,TOROSLAR
KAMURAN,ÜSTÜN,F,5518695766,1971-11-11,65324057862,ERZINCAN,MERKEZ
NÜKHET,CEYLAN,F,5474051714,2020-10-26,77964955595,NEVSEHIR,GÜLSEHIR
HADİSE,ARSLAN,F,5369682179,2001-02-13,34700101345,ADANA,FEKE
YAPRAK,TALAN,F,5579097346,1957-05-26,42543354687,VAN,GEVAS
MECNUN,AYDIN,M,5494788153,1985-06-11,36346039221,BURSA,OSMANGAZI
ŞİİR,AYHAN,F,5559667943,1982-10-14,19789724404,MALATYA,DARENDE
ÇELEBİ,ERGÜLÜ EŞMEN,M,5565521070,1975-05-31,56778666393,KONYA,SEYDISEHIR
MİTHAT,KAYNAK,M,5573021258,1985-04-27,87026011177,IGDIR,TUZLUCA
SUZAN,ÖZÇELİK,F,5409110630,1970-12-17,69693729631,ADANA,SARIÇAM
AMARA,UZ,F,5370622558,1964-11-02,45774247284,BITLIS,HIZAN
EKMEL,CAMCI,M,5574669036,1961-11-09,72187014772,YOZGAT,BOGAZLIYAN
SELAMİ,AKYOL,M,5417125761,1934-12-01,68435231577,ELAZIG,KOVANCILAR
FATİN,BEREKATOĞLU,M,5580511000,1936-11-06,49033342272,MERSIN,YENISEHIR
GÜLPEMBE,ÇOLAK,F,5311294445,2000-04-15,50524840546,BURSA,BÜYÜKORHAN
İNAYETULLAH,KARÇİN,M,5448867473,2013-12-24,56370978281,ISTANBUL,BAKIRKÖY
CEMAL,BABACAN,M,5423516626,1950-02-15,21234621434,BURSA,MUDANYA
BEKİR,TOHUMOĞLU,M,5566544619,1947-02-07,46895825423,BITLIS,MUTKI
NALAN,AKTAŞ,F,5431834772,1949-05-23,82807414336,SINOP,TÜRKELI
BEHCET,AHISKALI,M,5545454436,2002-02-16,55280003458,SAKARYA,TARAKLI
NİGAR,BİNBOĞA,F,5571307313,2006-02-05,70496329140,ZONGULDAK,DEVREK
AŞKIN,KURT,M,5486644129,1964-02-24,86543370330,KAYSERI,TALAS
BERCESTE,ŞEYHANLI,F,5482792597,2009-06-16,11332948660,BINGÖL,YAYLADERE
SİMGE,ÖZEKLİ MISIRLIOĞLU,F,5484194262,1957-01-12,59369753837,TEKIRDAG,MALKARA
EROL,GERDAN,M,5483313412,1967-06-10,79824245718,VAN,MURADIYE
TUĞBA,DİNCER,F,5380935533,1992-09-12,53171841915,MARDIN,DARGEÇIT
MÜŞİR,AYHAN,M,5432334599,1977-06-20,69328984116,IZMIR,BORNOVA
SERAP,EKER,F,5378247264,1960-02-01,59772458076,ISPARTA,EGIRDIR
BURAK,ŞATIROĞLU,M,5470634966,2013-04-12,22099703251,BALIKESIR,MANYAS
HAZAN,KARADEMİR,F,5368625230,2019-12-16,83946126217,KAHRAMANMARAS,ELBISTAN
AHMED,EKİCİ,M,5461301128,2016-08-14,52230889161,SIRNAK,MERKEZ
CİLVENAZ,GÜLŞAN,F,5520335523,2007-10-02,11690631689,DENIZLI,BABADAG
RIZA,ŞAİR,M,5467428097,1987-03-10,29670965816,ISTANBUL,KADIKÖY
YEKTA,ALTUN,M,5553551160,1932-05-29,12116529309,KILIS,ELBEYLI
GÜLGÜN,GEDİK YILMAZ,F,5369677045,1971-01-12,61036620835,SAKARYA,HENDEK
HALİFE,ŞAHBAZ,M,5564870938,1930-02-10,45804520599,YOZGAT,BOGAZLIYAN
DANA,ÖVEN USTAALİOĞLU,M,5402594755,1965-09-04,26995004918,BURSA,KELES
ESMERAY,ÇETİN,F,5311336862,1956-11-27,80951676785,ISTANBUL,BAHÇELIEVLER
ŞİİR,AYHAN,F,5459174940,1946-03-13,32184151875,ARTVIN,MURGUL
HASEKİ,ŞAHİN,M,5578899721,1988-12-21,77502455471,KARABÜK,GÖLBASI
LATİFE,VURAL,F,5456276430,1987-04-20,84079987201,RIZE,GÜNEYSU
VECİT,KÜÇÜKGÖNCÜ,M,5575805179,1981-12-22,82717986139,ANKARA,AKYURT
SEMRA,EVİK,F,5578551585,2002-05-22,44707472017,AFYONKARAHISAR,DINAR
HANDAN,GÜLER,F,5559781058,2015-10-10,45382680382,ERZURUM,OLUR
CANGÜL,SÜRÜM,F,5374119733,1939-12-24,40002549901,BURDUR,KARAMANLI
REİS,AKIN,M,5309585114,1951-09-04,62703293320,RIZE,MERKEZ
YONCA,AYIK,F,5486605487,2019-05-24,15302704768,ÇANKIRI,ELDIVAN
VECDİ,ÜLGEN,M,5502909807,1933-11-03,27979020458,ÇANAKKALE,BAYRAMIÇ
FUAT,IŞIK,M,5528048365,1931-03-08,65164637060,BURSA,GÜRSU
SEYYİD,DÖKMECİ,M,5442410856,1999-05-26,75688855816,ORDU,PERSEMBE
HÜDAVENDİGAR,MESCİ HAFTACI,M,5491408511,1980-01-22,62791074897,ANKARA,HAYMANA
ESAT,VATANSEVER,M,5487052083,2009-08-31,79084352042,BALIKESIR,GÖLBASI
AGAH,SAĞDIK,M,5471740740,1984-09-19,82637617378,SIVAS,IMRANLI
MERAL,YANNİ,F,5301206623,1994-02-13,47569037609,KAHRAMANMARAS,ANDIRIN
ETEM,FAKIOĞLU,M,5486580145,1965-12-16,25410408089,AFYONKARAHISAR,DAZKIRI
GÜLDEM,YILDIZ,F,5556189860,1936-10-23,46424524869,ISPARTA,AKSU
HAKİ,KABİL KUCUR,M,5598336219,1990-02-15,38342280963,ISTANBUL,BÜYÜKÇEKMECE
ALPEREN,YAKAR,M,5325156177,1988-11-24,80467044777,SIVAS,IMRANLI
İLKSEN,DEMİRTAŞ,F,5333254027,1955-02-22,31891399663,SAMSUN,KAVAK
NUR,KILIÇ,F,5380238619,1975-05-20,89157232695,VAN,ÇALDIRAN
RIZA,ŞAİR,M,5405067308,1933-07-21,29532947539,MUGLA,MILAS
TAMER,KIR,M,5498577323,1963-01-01,42164861122,ESKISEHIR,ÇIFTELER
MİRZA,TALAS,M,5512955424,1944-08-10,61260646643,TRABZON,AKÇAABAT
GÜRBÜZ,KISA KARAKAYA,M,5338186994,2011-08-29,30496459725,KIRSEHIR,BOZTEPE
HAFİD,KAYABAŞ,M,5427191406,1968-07-16,35066141852,ARTVIN,YUSUFELI
FİGEN,KARTAL,F,5574204007,1979-04-27,73822094149,ARTVIN,HOPA
ZAFER,GÖRMELİ,M,5372205796,1983-05-23,49412048203,KASTAMONU,MERKEZ
HÜCCET,DOĞAN,M,5421412600,1946-03-26,34364213078,AYDIN,KOÇARLI
KUMRU,ULUBA,F,5316718177,1989-01-12,75637837984,ERZURUM,HINIS
MÜJDE,KARAKOYUN,F,5379081561,1942-01-31,32203394432,ERZURUM,YAKUTIYE
SERVER,ÖZGÜROL,M,5499723406,1954-11-26,85601805088,SIVAS,ULAS
MELTEM,BAŞMAN,F,5534467151,2005-03-14,13442242884,SINOP,AYANCIK
ESİN,ŞAHİN,F,5327201705,1967-11-13,41822983007,AKSARAY,ESKIL
İDİL,KULAK GEDİK,F,5339412718,1947-05-01,74182288523,AYDIN,SULTANHISAR
ZELİHA,BAŞKAN,F,5320962464,1967-02-10,47945552983,ISPARTA,EGIRDIR
CİHANŞAH,SEVEN,M,5351689820,1945-06-10,52657551641,BITLIS,MUTKI
MİHRİBAN,TANRIVERDİ YILMAZ,F,5535799110,2019-12-17,60628301509,GAZIANTEP,SAHINBEY
DESTAN,ERASLAN,F,5439507271,1962-12-04,58578371296,MARDIN,ÖMERLI
MÜNEVVER,GAZETECİ TEKİN,F,5301438993,1982-06-21,42184941305,KARS,SARIKAMIS
ZERRİN,OKTAY,F,5511442635,2011-10-02,48367443853,MUGLA,MARMARIS
REFAH,AKGÜL,M,5590354210,2001-02-01,70780395583,KONYA,AKSEHIR
GÜLGÜN,GEDİK YILMAZ,F,5384759873,1988-10-12,77662368822,ÇORUM,MECITÖZÜ
SANEM,SAK,F,5428838756,2002-12-25,37154992999,KONYA,HADIM
ŞEYDA,ESER,F,5319383909,1976-04-25,28061567978,DÜZCE,CUMAYERI
TEVFİK,TOPKARA,M,5463118089,1956-08-30,75979325605,MALATYA,AKÇADAG
MECDEDDİN,SÜRMEN AKYOL,M,5502061960,2004-04-01,37376002539,MERSIN,MEZITLI
İLHAMİ,BAYRAMOĞLU,M,5424818672,1979-10-17,64186373504,KONYA,DERBENT
NİSAN,TAŞ,F,5405907981,2014-08-29,23070336676,ÇANAKKALE,MERKEZ
UBEYDULLAH,KARAHAN,M,5314631464,1959-03-29,20309528021,YALOVA,TERMAL
MELODİ,ERDEM ÖZCAN,F,5406220808,1964-08-17,48582556113,ANKARA,POLATLI
HÜSAMEDDİN,EROL,M,5502015118,1982-09-12,55090674906,TEKIRDAG,ÇORLU
ARYA,IŞIK,F,5533205048,1969-05-09,17001735615,BOLU,YENIÇAGA
GEVHERİ,YURDSEVEN,M,5560592313,1959-09-30,86232154510,GIRESUN,EYNESIL
FERAMUŞ,IŞIK,M,5518030917,2008-12-21,56433291388,BALIKESIR,ERDEK
RANA,YILDIRIM,F,5319644005,1963-06-14,48896968984,DENIZLI,AKKÖY
İZEL,ÇİPE,F,5516640079,1948-06-01,60876020928,MERSIN,ERDEMLI
BATTAL,ARSLAN,M,5339785333,1948-03-01,31214991126,ÇORUM,ALACA
DÜRDANE,KUCUR TÜLÜBAŞ,F,5389537337,1976-09-27,52700359378,KARABÜK,SAFRANBOLU
ALTIN,ABACIOĞLU,F,5472080888,1964-08-18,65075683741,KASTAMONU,MERKEZ
KAMELYA,ULUTAŞ,F,5369031566,1979-11-19,65083397266,VAN,BAHÇESARAY
EMİNE,SARAÇOĞLU ÇEKİÇ,F,5348449169,1994-02-20,87191815676,ÇANAKKALE,GÖKÇEADA
SEREN,ÇIRAKOĞLU,F,5453169677,1999-07-12,10991655570,NEVSEHIR,ACIGÖL
RAFET,AYDIN,M,5367698313,1977-02-07,16939985318,ANKARA,BALA
DİCLE,KAYACAN,F,5518504686,1986-12-20,13578692392,DIYARBAKIR,EGIL
ERGÜN,KARAKILIÇ,M,5420484131,1948-08-09,34266962309,ERZINCAN,KEMALIYE
MUTTALİB,KANYILMAZ,M,5414068818,1965-11-12,70715597304,ISTANBUL,BEYLIKDÜZÜ
ÜLFET,KAYA,F,5357116929,1963-05-24,49119194727,ÇANKIRI,KURSUNLU
SAFA,AYKAN,M,5503402398,2018-12-21,27807267000,ORDU,IKIZCE
GONCA,TÜFEKÇİ,F,5477780989,1983-06-17,66530524770,ÇANAKKALE,GÖKÇEADA
İSLAM,ASLAN,M,5354126038,2009-01-30,40020789298,KIRKLARELI,PINARHISAR
ALİŞAN,GÜL,M,5498154215,1985-02-13,49925761244,ISTANBUL,SULTANBEYLI
OYA,ERYAVUZ,F,5585172559,2002-11-18,69028964251,ADANA,TUFANBEYLI
GÜLNAZ,CENGİZ,F,5415682417,1964-08-31,65830265820,SAMSUN,ILKADIM
YONCA,AYIK,F,5450805590,1994-03-13,77559174289,MERSIN,MUT
RAMİZ,BÖLÜK,M,5321531642,1999-12-21,47623350886,DIYARBAKIR,ERGANI
HAFİ,BİLGİ,M,5311582958,1979-01-20,52321447091,KÜTAHYA,MERKEZ
KUDDUSİ,ONAR ŞEKERCİ,M,5521212236,2021-11-07,10609908870,BURSA,YILDIRIM
UHRA,KABA,F,5303694998,2011-01-18,17146601055,KÜTAHYA,ASLANAPA
KALENDER,YÜKSEL,M,5497362338,1944-01-09,13233379073,KAYSERI,INCESU
VELİ,DUMAN,M,5465226558,1971-12-26,15486520178,TOKAT,ERBAA
BERİNAY,YILMAZ,F,5504418550,2018-04-05,86969397271,ISTANBUL,KADIKÖY
ÇİSİL,ŞENTÜRK,F,5459257487,1983-01-16,14523588422,ADANA,FEKE
RABİA,NASIROĞLU,F,5304086442,1966-01-14,25409883246,KONYA,KADINHANI
ŞEREF,GÜRER,M,5430493572,1961-01-10,56519530059,ELAZIG,ARICAK
HAZIM,GÜRBÜZ,M,5336961458,1977-06-11,32309315583,ANKARA,ALTINDAG
GÜLNAZ,CENGİZ,F,5575352369,2017-04-13,23603348929,GIRESUN,ALUCRA
HAYAT,BİÇER,F,5450387318,1939-12-01,32440511086,RIZE,HEMSIN
FULDEN,ORAL,F,5328163682,1938-11-14,67953385321,BATMAN,HASANKEYF
HİLAL,ALIMLI,F,5495570389,1974-05-27,78949007254,KASTAMONU,HANÖNÜ
FÜSUN,YILDIRIM,F,5315036844,1986-05-24,62091751814,ORDU,GÖLKÖY
ZEYNEL,KARAKAN,M,5333597432,1961-12-15,23003409924,ARTVIN,YUSUFELI
RAUF,ÖZMEN,M,5470600378,1960-08-16,68688850248,AYDIN,BOZDOGAN
GÜLEN,BERK,F,5304507637,1987-09-05,16471060814,BINGÖL,KARLIOVA
GÜNAY,AKYOL,F,5502773448,1999-07-20,77262059415,KAHRAMANMARAS,GÖKSUN
ERKAM,KARAKÖSE,M,5331169760,1988-11-22,16195040747,KOCAELI,KARAMÜRSEL
İLHAMİ,BAYRAMOĞLU,M,5531444583,1978-05-12,17967927789,ISPARTA,SENIRKENT
SERTAP,ÇİMEN,F,5308784056,2012-06-29,27064444861,ISTANBUL,BASAKSEHIR
DÜLGER,DEMİR,M,5355824159,1980-11-27,89125278705,DENIZLI,ACIPAYAM
ELVAN,NİZAM,M,5378348670,1993-02-24,18571445871,SAMSUN,SALIPAZARI
GÜNİZ,YİĞİT KUPLAY,F,5518168323,1938-09-17,45656096020,BALIKESIR,KEPSUT
TÜNAY,AŞIK,F,5518982747,1967-11-14,45085811039,BALIKESIR,MANYAS
MUTTALİB,KANYILMAZ,M,5393357495,2014-10-22,86686646354,DÜZCE,ÇILIMLI
FAYSAL,DİLLİ,M,5443773824,1996-12-27,11231824382,DIYARBAKIR,KULP
SAMAN,TAŞKIRAN,M,5518570587,1946-11-08,58552810540,BURSA,GEMLIK
SERAP,EKER,F,5462301572,1960-08-02,89058733475,ZONGULDAK,ÇAYCUMA
KEMAL,ŞANLIKAN,M,5598041610,2008-06-13,50601748777,KONYA,YUNAK
BENLİ,ULUÖZ,F,5462968326,1945-07-01,84640789530,KONYA,TASKENT
REYHAN,BULUR,F,5465693654,1976-05-27,52183376971,KASTAMONU,GÖLBASI
KILIÇ,DOĞAN,M,5482740410,1964-08-14,66947637205,SANLIURFA,BOZOVA
HAYDAR,KARAGÖZ,M,5564795642,1946-09-09,11140843936,ORDU,ÇAMAS
FAZLULLAH,ELBÜKEN,M,5357897931,1964-12-19,69977149090,IZMIR,GAZIEMIR
ÇAĞIL,KAYAYURT,F,5352798241,2001-01-28,62809259118,SANLIURFA,BIRECIK
CANDAR,İÇBAY,M,5588124014,2007-03-09,23291399456,MUS,MALAZGIRT
DİLAN,ADANIR,F,5431700687,1985-09-26,59336774085,KAHRAMANMARAS,ELBISTAN
AĞÇA,SÖNMEZ,F,5556135034,1994-09-17,11178047505,SIIRT,PERVARI
VECDİ,ÜLGEN,M,5507174536,1989-01-27,19256921293,TEKIRDAG,ÇORLU
DİLBERAY,CANDAN,F,5563308573,1963-07-03,64153346667,TRABZON,TONYA
PELİN,TÜLPAR,F,5523324363,1996-12-15,84066523670,SAMSUN,ALAÇAM
ALVİNA,AKBULUT,F,5453980167,1969-04-09,59395966768,KONYA,KULU
PERRAN,TUNCEL,F,5364517048,2008-08-12,31810538497,MUGLA,DALAMAN
OYA,ERYAVUZ,F,5496681254,2017-01-18,28064186224,IZMIR,KEMALPASA
TAYYAR,USLUSOY,M,5342081432,1975-02-20,17459627730,KIRKLARELI,VIZE
EKREM,YAZAK,M,5473615652,1954-12-31,67719889788,MERSIN,TARSUS
MAZHAR,GÖKALP,M,5497825256,1975-10-20,76580720672,USAK,MERKEZ
SERAP,EKER,F,5462534930,2020-12-30,87007897254,KARS,KAGIZMAN
MELTEM,BAŞMAN,F,5588227729,1998-02-23,42307059259,ANKARA,EVREN
ÜMMİYE,BULUT,F,5597468936,1965-01-21,77024171115,TRABZON,MERKEZ
NAMDAR,YÜCEL,M,5487685955,1944-05-28,27462424697,EDIRNE,HAVSA
SERİN,DEMİR GÖÇMEN,F,5503791434,2006-09-25,17653277218,ÇORUM,BOGAZKALE
ESVED,ATMIŞ,M,5305549794,1980-03-22,85559798405,ORDU,KABATAS
BERİNAY,YILMAZ,F,5495068796,1955-10-19,14218688097,AMASYA,HAMAMÖZÜ
ÇİLAY,ATİK,F,5372570833,1947-04-22,38050300745,ERZURUM,PASINLER
HENNA,ERGİNEL,F,5542128669,1946-06-15,53547228793,EDIRNE,UZUNKÖPRÜ
BUĞRA,BALLI,M,5438501053,1958-08-20,74143051130,KIRIKKALE,SULAKYURT
REİS,AKIN,M,5305009908,2014-09-07,33128968742,ADANA,CEYHAN
TUTKU,EKİZ,F,5331279688,1987-07-29,71191480635,ISTANBUL,SULTANGAZI
TİMURTAŞ,TENEKECİ,M,5341103810,1990-12-25,11765401428,IZMIR,BALÇOVA
GÜLDESTE,BEKTAŞ,F,5358384195,1972-09-23,38469785920,SIVAS,SARKISLA
FEDA,BAHÇECİ,M,5459974237,1993-11-03,89858308461,BILECIK,MERKEZ
NESİMİ,YILDIZ,M,5537755556,1951-12-31,74177104878,ESKISEHIR,BEYLIKOVA
CİLVENAZ,GÜLŞAN,F,5362039180,1969-10-09,12099099273,SANLIURFA,HILVAN
FARUK,AKIN,M,5427303467,1983-03-25,85192471492,SIVAS,YILDIZELI
CANNUR,YAVAŞİ,F,5505317970,1948-08-13,72200114409,YALOVA,MERKEZ
ADELYA,ÖZTÜRK,F,5381422069,1998-06-26,28898450551,YALOVA,TERMAL
BİŞR,HODJAOGLU,M,5525554052,1991-08-25,15175159960,TRABZON,MAÇKA
JULİDE,BAŞER,F,5569348896,1972-09-05,41598496216,TUNCELI,GÖLBASI
TALAT,GÜNGÖR,M,5530741664,1994-06-01,59691950255,ADIYAMAN,GÖLBASI
RUHSAR,DEMİREL,F,5443113112,2008-05-30,20108849353,BALIKESIR,MARMARA
İLKSEN,DEMİRTAŞ,F,5517387508,1975-09-17,82377778993,BALIKESIR,SINDIRGI
SADULLAH,YUMURTAŞ,M,5307918973,2006-03-08,49746007088,ANTALYA,ALANYA
TURGUT,ŞEN GÖKÇEİMAM,M,5526913873,1972-01-31,89825071958,KONYA,KARATAY
GÜLBAHAR,ÖZTÜRK,F,5556283021,1981-06-12,86983214367,ISTANBUL,SULTANGAZI
TAYLAN,BAYRAKTAROĞLU,M,5579266639,1951-03-17,56140804417,SIRNAK,IDIL
ZEHRA,KARAMANLI,F,5527932560,1984-05-30,79099107770,BATMAN,BESIRI
MUTTALİB,KANYILMAZ,M,5334488435,1978-08-20,23951030456,SIRNAK,MERKEZ
VEDAT,KOÇAR,M,5542607171,1937-09-25,45709529600,HAKKARI,MERKEZ
PİRAYE,UZUN,F,5482298300,1972-06-03,42504226037,KAYSERI,YAHYALI
NEBİ,ÖZDEMİR,M,5420684881,2021-03-13,43866327093,ADANA,SAIMBEYLI
SALAHADDİN,MUMCUOĞLU,M,5336384697,2003-06-06,80951745505,BILECIK,OSMANELI
ALPEREN,YAKAR,M,5524216732,1962-11-08,39001578604,IZMIR,KARABURUN
TEMEL,ATALAY,M,5416979791,1994-01-14,66539826256,HATAY,REYHANLI
ABENDAM,ŞEN,F,5485408119,1983-10-13,67313947432,AFYONKARAHISAR,SUHUT
ULUS,ÖCALAN,F,5359184193,2011-10-06,41751308133,IZMIR,ALIAGA
MUHARREM,KARADENİZ,M,5434051483,2022-02-22,21183078385,TOKAT,GÖLBASI
RAFET,AYDIN,M,5460598164,1938-02-18,23878694369,ADIYAMAN,TUT
HAYREDDİN,YENİÇERİ,M,5417864998,2022-04-21,45837429747,KONYA,BOZKIR
GÜNSEL,GERİLMEZ,F,5491940622,1938-10-30,31739496605,SAMSUN,HAVZA
PELİNSU,AZAK,F,5413149336,1948-08-09,86955776106,ELAZIG,BASKIL
İNCİ,MUTLU,F,5303516061,1984-06-20,25749385962,SIVAS,DIVRIGI
ŞEBNEM,ERTÜRKLER,F,5447169849,1933-06-13,69426604341,GAZIANTEP,NURDAGI
ERGÜN,KARAKILIÇ,M,5461310477,2017-01-30,27488934142,AYDIN,DIDIM
ÖNDER,ERSOY,M,5434566925,2005-06-06,72798707350,KIRKLARELI,PEHLIVANKÖY
RACİ,ERYILMAZ,M,5317219753,1953-06-01,86587453328,MARDIN,MERKEZ
NECAT,KIRIŞ,M,5568767255,1954-02-06,61253069785,NIGDE,ÇIFTLIK
BEŞER,SÜL,M,5438100829,1998-08-25,18829625872,ISPARTA,YALVAÇ
CANİB,DEMİRÖZ,M,5502109615,1932-08-25,25613851444,ADANA,KARAISALI
DEMET,BODUROĞLU,F,5390232817,2002-02-01,67181075537,ANTALYA,ELMALI
CANSIN,ŞEN TANRIKULU,F,5315075503,1934-09-16,55297043799,KONYA,GÖLBASI
HAYAL,YILDIRIM,F,5595436984,1952-05-28,76956315132,KIRSEHIR,KAMAN
ZİVER,GÖRKEM,M,5411604975,1945-06-05,69031457357,MERSIN,AKDENIZ
SUNAY,AKDOĞAN,F,5492825998,1939-10-02,69268928320,SAKARYA,TARAKLI
BATU,NUHVEREN,M,5508826442,1990-03-05,37330506332,BALIKESIR,GÖMEÇ
FİDAN,AKÖZ,F,5316989649,2001-05-07,85949659550,KOCAELI,KANDIRA
BAHA,ERGİNTÜRK ACAR,M,5479735520,1943-01-14,72899518093,MERSIN,BOZYAZI
SEVDA,AK,F,5348551713,1992-09-14,79037779080,HATAY,HASSA
OKAN,VEZİROĞLU BİRDANE,M,5474591881,1959-02-26,35928613064,RIZE,IYIDERE
HAYALİ,GÜNGÖR,M,5454732753,2015-11-26,20927379106,ZONGULDAK,ALAPLI
TURGUT,ŞEN GÖKÇEİMAM,M,5461101583,2019-06-23,71487597681,AGRI,MERKEZ
ANDAÇ,YAVUZ,F,5517430244,2004-07-21,48255358126,ORDU,MERKEZ
ANİTA,KAYA,F,5513127520,2002-12-31,57237007983,BALIKESIR,BANDIRMA
SELDA,TAVŞAN,F,5529290275,1971-02-10,48266420803,EDIRNE,ENEZ
EMRE,AKSAKAL,M,5528915685,1986-09-11,57733087183,SAMSUN,ÇARSAMBA
EKİN,BEDER,F,5418738234,1976-07-02,42786898858,BALIKESIR,DURSUNBEY
MUTAHHAR,DUMAN,M,5324931675,1998-03-07,85835665846,ESKISEHIR,BEYLIKOVA
CEYLİN,ALMACIOĞLU,F,5408935600,1956-04-20,28665876752,SAMSUN,ILKADIM
RAMİZ,BÖLÜK,M,5415803357,2015-01-22,47698905129,KASTAMONU,ABANA
NASREDDİN,DEMİR,M,5388399420,1953-04-29,11340272574,SIVAS,GÖLBASI
FİDAN,AKÖZ,F,5369543326,2000-04-07,49685686516,IZMIR,DIKILI
ÖMER,BAŞTÜRK AYHAN,M,5445522638,2013-12-21,50444884203,HATAY,ISKENDERUN
MİR,BOZKURT,M,5535978856,1992-09-29,40171267928,KARABÜK,ESKIPAZAR
FAZİLET,KAZBEK,F,5499505586,2008-09-22,78099875572,ANKARA,BEYPAZARI
RÜYA,YENİN,F,5417607224,1998-12-27,51583487864,IZMIR,KARABURUN
MUTTALİB,KANYILMAZ,M,5496283824,1993-08-14,27756913713,VAN,BASKALE
ZEKERİYYA,AKYILMAZ,M,5364855544,2001-01-12,55906577672,IGDIR,ARALIK
ÖMER,BAŞTÜRK AYHAN,M,5596270722,1934-06-22,60364684508,RIZE,IYIDERE
HİLAL,ALIMLI,F,5300707007,1956-02-02,47506924697,AYDIN,BOZDOGAN
FARİS,KÖSE,M,5310214577,1951-10-04,46130089600,KARABÜK,ESKIPAZAR
SUNULLAH,SULUOVA,M,5311174794,1963-10-09,23780717149,KONYA,DEREBUCAK
FAZİLET,KAZBEK,F,5498618168,2009-12-08,50642791767,TOKAT,BASÇIFTLIK
MUHTEREM,KOYUNCU,M,5411722106,1992-03-09,43294276836,ISTANBUL,TUZLA
MUAZ,ÇETİNTAŞ,M,5320637682,1947-04-10,67125683555,KASTAMONU,TOSYA
CİLVENAZ,GÜLŞAN,F,5414030513,1987-01-28,25617416174,ELAZIG,MERKEZ
KADI,YEŞİLDAĞER,M,5560367892,1956-07-14,56786818575,ORDU,AYBASTI
VALA,KILIÇ,M,5572335425,2002-03-28,52091297942,BURSA,KELES
MUHARREM,KARADENİZ,M,5554410794,1986-07-14,32975654563,ANKARA,MAMAK
NALAN,AKTAŞ,F,5372711755,2010-12-17,66994585714,IZMIR,KONAK
BEDRAN,ÖCAL,F,5363452723,1984-10-30,82555310276,ISTANBUL,SILIVRI
PELİN,TÜLPAR,F,5356530328,1975-08-28,66655054020,SANLIURFA,BIRECIK
NEVRA,TİMURTAŞ DAYAR,F,5494827186,2014-12-07,59763090053,ERZINCAN,KEMAH
TANYELİ,AVCI,F,5525373417,1930-01-30,38438399567,ISTANBUL,ESENYURT
BEHCET,AHISKALI,M,5332198260,2022-08-23,82516628266,SINOP,DIKMEN
MAHMUD,YILMAZ,M,5385483470,1979-12-24,78506022676,ÇORUM,BOGAZKALE
HIZIR,KURU,M,5576167536,1955-07-05,81601437580,ADIYAMAN,KAHTA
AYŞIL,KULAKSIZ,F,5494879642,1980-08-01,66932181298,DENIZLI,TAVAS
ZÜLAL,SORGUN EVCİLİ,F,5487681671,2018-06-07,57498513846,ÇORUM,UGURLUDAG
ÜNSELİ,BÖLÜK,F,5330336661,1999-05-26,21447675301,SANLIURFA,VIRANSEHIR
ZÜBEYDE,SALMAN SEVER,F,5531513512,1964-06-15,69966358738,ERZURUM,HINIS
GÖKÇE,YARAR,F,5560450382,1952-04-11,42576329665,RIZE,KALKANDERE
ZAFİR,YILMAZ GELEBEK,M,5558372393,1951-10-22,11690194748,BALIKESIR,BURHANIYE
KADEM,YILMAZ,M,5516351232,2018-09-20,14791470457,MARDIN,MAZIDAGI
ECE,YENİGÜN,F,5597401441,1961-04-17,19233065594,KIRIKKALE,KESKIN
İMGE,BAŞKAN VURALKAN,F,5340215520,1940-11-19,79188205832,VAN,ÖZALP
BATU,NUHVEREN,M,5447688222,1943-02-08,78798122048,YOZGAT,ÇEKEREK
DİLEK,ACARBULUT,F,5535469013,1993-03-09,11841375342,ISPARTA,SÜTÇÜLER
TURNA,DOĞAN,F,5498545068,1956-08-02,76570498025,GÜMÜSHANE,KÖSE
ESEN,TOPAL,F,5472278273,1980-03-20,71019946330,TOKAT,ZILE
TALHA,ÇEPNİ,M,5417201948,1988-11-28,54226598849,KIRKLARELI,MERKEZ
KUDDUSİ,ONAR ŞEKERCİ,M,5330015590,1945-04-13,89693654310,NEVSEHIR,ACIGÖL
CEYLİNAZ,KÜFECİLER,F,5469401388,1976-06-03,30947265226,MALATYA,DOGANSEHIR
RÜÇHAN,BALAL,M,5474831092,2002-09-29,68472327295,BALIKESIR,GÖLBASI
ŞEHLEVENT,ÖNCEL,M,5430660657,1939-01-10,46576242989,DENIZLI,GÜNEY
